Austin,USA,Warsaw,Poland,1417,7285,15,7,September,29,5:11 AM,yes,08896
Oslo,Norway,St. Petersburg,Russia,308,302,2,1,March,14,11:23 PM,yes,01694
Mar Del Plata,Argentina,Brussels,Belgium,2302,2800,14,5,May,10,2:43 PM,yes,01119
Bonn,Germany,St. Petersburg,Russia,193,758,1,1,October,7,4:06 PM,yes,00227
Reykjavik,Iceland,Helsinki,Finland,777,1629,6,3,August,3,11:09 AM,yes,02625
Honolulu,USA,Toronto,Canada,3045,11525,11,6,May,16,1:03 AM,yes,03261
Austin,USA,Glasgow,Scotland,1997,9153,7,6,July,20,0:54 PM,yes,06411
Tokyo,Japan,Amsterdam,Netherlands,2900,8713,15,7,November,0,6:14 PM,yes,03829
Sofia,Bulgaria,Kansas City,USA,1960,7357,13,8,October,1,12:07 PM,yes,02303
Nagasaki,Japan,Warsaw,Poland,2993,6384,12,7,January,16,2:34 PM,yes,02428
Edinburgh,Scotland,Nagasaki,Japan,3685,8556,25,8,July,27,10:47 PM,yes,08823
Glasgow,Scotland,Lisbon,Portugal,346,72,2,0,September,11,3:30 PM,yes,09361
Copenhagen,Denmark,Milan,Italy,65,59,2,0,January,14,7:36 AM,yes,04229
Sao Paulo,Brazil,Istanbul,Turkyie,2007,11369,9,6,December,25,7:43 PM,yes,06972
Ibiza,Spain,Taipei,Taiwan,1688,8223,9,6,July,9,11:49 PM,yes,04675
Oslo,Norway,Valencia,Spain,276,434,2,0,August,21,8:13 PM,yes,07870
Cape Town,South Africa,Sao Paulo,Brazil,1034,5556,10,5,January,11,4:08 AM,yes,01637
Tampa,USA,Atlanta,USA,305,355,3,0,March,8,12:11 AM,no,06641
Baghdad,Iraq,Bangkok,Thailand,1173,4040,5,4,December,27,0:08 AM,yes,08296
Berlin,Germany,Dallas,USA,3169,11831,17,7,May,9,7:58 PM,yes,00695
Abuja,Nigeria,Sydney,Australia,2414,6651,21,9,January,2,0:30 PM,yes,09353
Miami,USA,Brussels,Belgium,2903,9829,12,6,May,6,3:19 PM,yes,02181
Minsk,Belarus,Dubai,United Arab Emirates,191,129,2,1,October,25,2:44 PM,yes,06467
Brasilia,Brazil,Atlanta,USA,324,1601,2,1,April,4,5:15 PM,yes,03992
Bergen,Norway,San Juan,Puerto Rico,1420,6287,14,6,January,6,9:54 PM,yes,05498
Zurich,Switzerland,Houston,USA,1739,6240,25,7,July,14,1:51 PM,yes,02171
Mar Del Plata,Argentina,Berlin,Germany,1255,4975,16,5,April,24,8:53 PM,yes,00750
Taipei,Taiwan,Glasgow,Scotland,1663,8075,28,7,September,22,9:12 PM,yes,07864
Okinawa,Japan,Montevideo,Uruguay,5194,8865,11,12,February,1,2:14 AM,yes,08289
Copenhagen,Denmark,Berlin,Germany,252,87,2,0,April,17,1:23 PM,yes,04472
Tampa,USA,Lisbon,Portugal,1765,2028,10,5,April,29,8:15 PM,yes,04015
Zurich,Switzerland,Seoul,South Korea,2838,8342,25,7,September,8,5:50 AM,yes,04681
Melbourne,Australia,Abuja,Nigeria,3893,9430,17,9,May,5,1:22 PM,yes,07949
Shanghai,China,Montevideo,Uruguay,2753,7629,21,11,May,16,7:04 PM,yes,07038
Hong Kong,China,Athens,Greece,1026,3411,12,5,April,14,9:40 AM,yes,03318
Bonn,Germany,Brussels,Belgium,75,413,3,0,September,26,4:01 AM,yes,03342
Malmo,Sweden,Milan,Italy,105,126,2,0,August,6,11:34 AM,yes,02404
Mumbai,India,Charleston,USA,1956,6652,25,9,November,21,7:13 PM,yes,05994
Nice,France,Mumbai,India,1311,637,8,3,November,3,12:50 AM,yes,04625
Jerusalem,Israel,Buenos Aires,Argentina,2758,7262,10,6,July,6,1:42 PM,yes,03452
Taipei,Taiwan,Stockholm,Sweden,1163,6109,15,6,May,20,7:29 AM,yes,02317
Athens,Greece,Minsk,Belarus,53,176,1,0,June,18,4:23 PM,yes,05264
Caracas,Venezuela,Jerusalem,Israel,3470,11402,22,7,April,18,12:35 PM,yes,00674
Okinawa,Japan,Glasgow,Scotland,3795,6781,19,8,September,9,3:59 AM,yes,00003
Sevilla,Spain,Quebec,Canada,1310,10461,11,6,May,15,3:55 PM,yes,09037
Lisbon,Portugal,Toronto,Canada,908,2700,8,5,September,15,11:50 PM,yes,08869
Nice,France,Kansas City,USA,1288,7082,21,7,June,10,1:23 AM,yes,00212
Bonn,Germany,Tokyo,Japan,1365,7679,21,7,March,12,11:56 PM,yes,06541
Budapest,Hungary,Marrakesh,Morocco,258,941,2,1,August,28,4:28 AM,yes,06113
Tampa,USA,Glasgow,Scotland,1124,3071,10,5,August,5,10:21 AM,yes,01885
St. Petersburg,Russia,Milan,Italy,198,1309,2,1,July,27,11:51 PM,yes,08650
Rome,Italy,Medellin,Colombia,1421,8405,17,7,January,17,2:32 AM,yes,07864
Quito,Ecuador,Brussels,Belgium,2436,6021,27,7,October,22,6:29 PM,yes,01340
Malmo,Sweden,Stockholm,Sweden,395,262,2,0,April,22,9:07 AM,no,03941
Dallas,USA,Quito,Ecuador,80,114,2,0,May,26,0:29 PM,yes,01136
Baghdad,Iraq,Istanbul,Turkyie,58,248,1,0,September,8,9:41 PM,yes,05345
Sevilla,Spain,New York,USA,2102,7269,16,6,November,19,7:41 AM,yes,06995
Madeira,Portugal,San Juan,Puerto Rico,2112,2633,15,5,November,25,2:31 PM,yes,01196
Beijing,China,Sofia,Bulgaria,2207,4098,7,5,January,22,1:19 PM,yes,06602
Taipei,Taiwan,Caracas,Venezuela,4565,10575,25,12,April,7,2:36 AM,yes,00540
Rome,Italy,Tokyo,Japan,2980,10449,16,7,November,10,8:59 AM,yes,06816
Beijing,China,Amsterdam,Netherlands,1225,6792,8,6,March,6,5:27 AM,yes,01655
Cairo,Egypt,Lisbon,Portugal,63,1075,3,1,February,4,7:60 AM,yes,08638
Dublin,Ireland,Miami,USA,1807,4962,8,5,September,3,4:23 AM,yes,09464
Nagasaki,Japan,Moscow,Russia,1710,7737,13,6,February,24,4:10 AM,yes,02925
Brussels,Belgium,Nairobi,Kenya,285,505,3,1,September,10,9:00 AM,yes,09949
Las Vegas,USA,Tunis,Tunisia,3635,6152,24,8,September,16,4:55 AM,yes,09281
Edinburgh,Scotland,Seoul,South Korea,3674,6819,18,8,August,15,4:37 PM,yes,04640
Miami,USA,Montevideo,Uruguay,350,1615,3,1,January,9,1:57 AM,yes,06216
Tampa,USA,San Fransisco,USA,839,3161,6,3,May,16,6:45 AM,no,09573
Houston,USA,Sevilla,Spain,3279,9910,19,7,July,4,2:01 AM,yes,00774
Brussels,Belgium,Paris,France,310,474,1,0,February,9,5:49 PM,yes,08255
Miami,USA,San Fransisco,USA,800,3343,8,3,October,18,11:21 PM,no,07594
Dallas,USA,Amsterdam,Netherlands,3158,10415,11,7,April,26,7:21 AM,yes,05967
Okinawa,Japan,Sofia,Bulgaria,1206,8166,7,6,April,16,12:10 AM,yes,05945
Helsinki,Finland,Beijing,China,2083,2222,8,5,January,12,9:47 PM,yes,05021
Mar Del Plata,Argentina,St. Petersburg,Russia,1411,11182,13,6,March,27,7:54 AM,yes,09220
Lisbon,Portugal,Bangkok,Thailand,2377,10668,15,6,August,17,8:36 AM,yes,07534
Shanghai,China,Glasgow,Scotland,3112,6703,22,7,September,28,7:53 PM,yes,00697
Toronto,Canada,Bangkok,Thailand,3201,8850,11,11,December,14,3:28 AM,yes,01313
Lisbon,Portugal,Quito,Ecuador,2867,8713,10,6,November,1,5:49 AM,yes,07465
New Dehli,India,Reykjavik,Iceland,1820,2702,11,5,February,13,2:39 PM,yes,03877
Medellin,Colombia,San Fransisco,USA,377,142,4,2,July,20,8:57 PM,yes,00169
Atlanta,USA,Sofia,Bulgaria,2283,9286,17,7,July,21,0:52 AM,yes,09860
Mar Del Plata,Argentina,London,England,1215,4938,7,4,June,18,0:05 AM,yes,04867
Minsk,Belarus,Zurich,Switzerland,207,278,2,1,August,6,8:50 AM,yes,02756
Moscow,Russia,Warsaw,Poland,198,928,3,1,February,10,11:56 PM,yes,03330
Oporto,Portugal,Toronto,Canada,1832,3328,9,5,June,12,5:17 AM,yes,01892
Beijing,China,Berlin,Germany,2108,9264,14,6,December,9,11:55 PM,yes,09535
Tampa,USA,Dallas,USA,373,851,1,1,February,0,4:55 AM,no,00648
Santorini,Greece,Okinawa,Japan,1078,9931,11,6,May,23,6:45 PM,yes,07780
Quebec,Canada,Zanzibar,Tanzania,2502,7011,23,7,July,19,7:21 PM,yes,06193
Juneau,USA,Miami,USA,842,210,5,4,March,13,4:44 PM,no,08791
Cape Town,South Africa,Madrid,Spain,226,276,3,0,July,29,6:57 AM,yes,01497
Kyiv,Ukraine,Seoul,South Korea,1922,7380,15,6,August,10,3:11 PM,yes,02924
Seattle,USA,Honolulu,USA,572,2611,9,3,October,3,6:19 PM,no,02074
Buenos Aires,Argentina,Berlin,Germany,2041,4954,10,5,July,14,9:27 PM,yes,05452
Oporto,Portugal,Chicago,USA,2048,6032,14,6,May,0,12:40 AM,yes,04680
Mumbai,India,Caracas,Venezuela,2523,10758,20,9,June,18,0:37 AM,yes,05249
Panama City,Panama,Medellin,Colombia,327,250,1,0,June,16,5:06 AM,yes,05058
Jerusalem,Israel,Oporto,Portugal,415,1093,2,2,May,28,11:39 AM,yes,01784
Athens,Greece,Nairobi,Kenya,222,248,3,0,July,27,12:37 PM,yes,05973
Milan,Italy,Buenos Aires,Argentina,1141,3469,9,5,November,9,0:02 PM,yes,05874
Vienna,Austria,Juneau,USA,2086,8551,12,10,March,24,4:58 PM,yes,06052
Bogota,Colombia,Santorini,Greece,1565,8513,20,8,March,21,5:42 AM,yes,03065
Beijing,China,Sydney,Australia,525,1489,4,2,June,2,5:18 AM,yes,00170
Seattle,USA,Berlin,Germany,2117,7522,15,9,November,15,0:33 PM,yes,08896
Medellin,Colombia,Valencia,Spain,3351,7447,27,7,November,2,7:17 PM,yes,06538
Naples,Italy,San Juan,Puerto Rico,3078,8614,7,6,October,1,12:55 PM,yes,03455
Frankfurt,Germany,Caracas,Venezuela,2947,10106,9,6,June,5,6:51 PM,yes,02455
Beijing,China,Stockholm,Sweden,1985,8376,11,6,April,22,12:57 PM,yes,08318
Mexico City,Mexico,Bangkok,Thailand,3703,10232,24,13,January,11,10:58 AM,yes,08888
Minsk,Belarus,Oporto,Portugal,763,1716,3,2,February,20,1:07 AM,yes,00855
Jerusalem,Israel,Quito,Ecuador,1699,6110,24,8,June,12,9:28 PM,yes,04287
St. Petersburg,Russia,Quito,Ecuador,3840,7671,14,8,September,5,2:24 AM,yes,08247
Frankfurt,Germany,Sofia,Bulgaria,106,578,2,1,November,17,1:49 AM,yes,01293
Madrid,Spain,Prague,Chzechia,138,109,3,0,June,6,1:23 PM,yes,05529
Santiago,Chile,Tunis,Tunisia,1978,2097,15,5,July,29,2:12 AM,yes,07906
Madrid,Spain,Houston,USA,1313,6415,12,7,July,17,5:50 PM,yes,08271
Hong Kong,China,San Juan,Puerto Rico,3360,8827,23,12,August,13,2:15 AM,yes,04507
Montevideo,Uruguay,Toronto,Canada,154,677,2,1,May,2,6:15 AM,yes,01311
Toronto,Canada,Quebec,Canada,205,289,1,0,February,21,2:53 PM,no,01388
Cape Town,South Africa,Lima,Peru,2982,8447,16,7,February,25,4:17 PM,yes,09501
Valencia,Spain,Brussels,Belgium,372,106,3,0,August,18,12:57 AM,yes,01781
Austin,USA,Atlanta,USA,101,216,2,1,May,19,10:55 PM,no,00968
Zurich,Switzerland,Kyiv,Ukraine,336,195,3,1,July,6,11:56 AM,yes,06653
Athens,Greece,Oslo,Norway,358,1559,1,1,November,25,9:36 AM,yes,04071
Amsterdam,Netherlands,Montevideo,Uruguay,1780,3836,14,5,March,16,4:15 AM,yes,01962
Sofia,Bulgaria,Cape Town,South Africa,196,474,3,1,June,0,1:33 AM,yes,07740
Seattle,USA,Athens,Greece,3141,11588,18,10,September,19,1:59 PM,yes,00666
Dallas,USA,Chicago,USA,412,93,2,0,October,8,8:51 AM,no,01455
Tunis,Tunisia,Lima,Peru,2300,10290,12,6,April,20,10:57 PM,yes,09714
Medellin,Colombia,Oporto,Portugal,1241,6661,8,6,May,27,4:60 PM,yes,09105
New Dehli,India,Jerusalem,Israel,670,1814,4,2,May,24,6:31 AM,yes,00083
Lisbon,Portugal,Dublin,Ireland,97,94,2,0,March,29,0:34 AM,yes,05005
Abuja,Nigeria,Cairo,Egypt,271,1945,2,1,July,28,7:43 PM,yes,04710
Medellin,Colombia,Washington DC,USA,235,1487,2,1,June,3,8:03 PM,yes,03262
Abuja,Nigeria,Amsterdam,Netherlands,201,1105,3,1,April,17,4:23 PM,yes,08965
Madeira,Portugal,Sydney,Australia,2618,8838,23,9,May,1,9:44 AM,yes,03597
Copenhagen,Denmark,Abuja,Nigeria,151,227,2,1,May,13,11:50 PM,yes,07604
Valencia,Spain,St. Tropez,France,395,110,1,0,February,5,7:31 PM,yes,07421
Athens,Greece,Cape Town,South Africa,279,1882,1,1,July,18,0:11 PM,yes,08738
Hong Kong,China,Abuja,Nigeria,1904,6604,26,7,February,20,6:08 PM,yes,01339
Moscow,Russia,Copenhagen,Denmark,130,846,2,1,October,29,7:15 AM,yes,00594
Quebec,Canada,Zurich,Switzerland,1397,11209,7,6,May,0,10:19 AM,yes,08135
Edinburgh,Scotland,Cape Town,South Africa,134,1561,1,1,July,19,7:60 AM,yes,03855
Mumbai,India,Berlin,Germany,579,279,5,3,April,17,0:30 AM,yes,04684
Rome,Italy,Okinawa,Japan,2987,11091,11,7,August,12,5:02 PM,yes,00577
Chicago,USA,Bogota,Colombia,357,184,1,0,August,21,10:41 PM,yes,04875
Milan,Italy,Abuja,Nigeria,372,1591,1,1,August,23,4:06 PM,yes,02974
Zurich,Switzerland,Quito,Ecuador,1255,6176,22,7,April,23,3:16 AM,yes,05903
Kansas City,USA,Bonn,Germany,1993,6826,19,7,July,8,11:15 PM,yes,07621
Nairobi,Kenya,Copenhagen,Denmark,384,243,3,1,March,7,10:06 PM,yes,06943
Melbourne,Australia,Nairobi,Kenya,1663,8400,21,7,November,0,6:29 AM,yes,04637
Reykjavik,Iceland,Caracas,Venezuela,839,2705,6,4,December,10,0:48 AM,yes,06260
Quebec,Canada,Cairo,Egypt,2645,6467,12,6,December,7,7:50 PM,yes,07811
Paris,France,Lima,Peru,1523,8226,20,7,January,8,4:45 AM,yes,09099
Ibiza,Spain,Budapest,Hungary,381,462,3,0,August,4,0:28 PM,yes,09405
Nairobi,Kenya,London,England,465,1450,5,2,September,5,12:42 PM,yes,03388
New Dehli,India,Lisbon,Portugal,1054,2078,7,4,February,23,9:39 AM,yes,08300
Glasgow,Scotland,Sevilla,Spain,140,338,3,1,March,29,2:34 AM,yes,09611
Paris,France,Brasilia,Brazil,1552,3568,9,5,December,2,12:13 PM,yes,08990
Prague,Chzechia,Oporto,Portugal,278,142,2,1,February,0,1:27 PM,yes,03188
Atlanta,USA,Brussels,Belgium,2661,7385,10,6,January,29,11:07 AM,yes,05710
Istanbul,Turkyie,Milan,Italy,274,1149,2,1,January,5,2:56 AM,yes,01552
Zurich,Switzerland,Baghdad,Iraq,320,1731,1,1,December,23,6:02 AM,yes,08773
Baghdad,Iraq,Medellin,Colombia,2243,11522,13,8,April,10,3:29 AM,yes,08053
Austin,USA,Zanzibar,Tanzania,3080,6477,15,8,September,28,3:35 PM,yes,05651
Madeira,Portugal,Medellin,Colombia,1507,8883,9,6,March,2,0:22 AM,yes,01635
Malmo,Sweden,Mumbai,India,588,1917,5,3,September,5,9:43 PM,yes,02686
Marrakesh,Morocco,Berlin,Germany,381,103,1,1,September,0,2:10 AM,yes,05619
Edinburgh,Scotland,Brussels,Belgium,95,1428,3,1,November,6,12:08 PM,yes,06407
Kyiv,Ukraine,Bangkok,Thailand,1283,3037,5,4,November,13,7:00 AM,yes,06840
Minsk,Belarus,Abuja,Nigeria,557,997,5,2,April,23,11:03 AM,yes,09662
Naples,Italy,Brasilia,Brazil,1809,2245,13,5,December,19,5:20 AM,yes,03661
Santorini,Greece,Brasilia,Brazil,2708,8421,12,6,June,9,7:38 PM,yes,09250
New York,USA,Medellin,Colombia,250,530,2,1,November,9,10:37 AM,yes,02138
Sevilla,Spain,Madeira,Portugal,198,935,3,1,March,21,2:10 AM,yes,03760
Melbourne,Australia,Quebec,Canada,4938,9476,20,14,June,18,4:46 AM,yes,07670
Moscow,Russia,Athens,Greece,76,401,2,0,April,12,6:48 PM,yes,09065
Cape Town,South Africa,Moscow,Russia,353,1690,3,1,March,29,7:53 AM,yes,00137
Taipei,Taiwan,Medellin,Colombia,3249,9931,14,13,December,29,1:12 AM,yes,01647
Copenhagen,Denmark,Bangkok,Thailand,1954,4861,11,5,February,24,8:19 PM,yes,01731
Naples,Italy,Jerusalem,Israel,273,684,1,1,December,1,12:17 AM,yes,00308
Charleston,USA,Abuja,Nigeria,1343,3604,16,5,November,9,6:18 AM,yes,05427
Sofia,Bulgaria,Los Angeles,USA,1897,6040,13,10,May,13,9:26 PM,yes,07889
Naples,Italy,Dallas,USA,2570,11676,26,7,October,27,8:22 PM,yes,06840
Brasilia,Brazil,Montevideo,Uruguay,150,186,1,0,June,22,9:04 PM,yes,03390
Stockholm,Sweden,St. Tropez,France,182,385,2,0,November,25,11:12 PM,yes,03872
St. Tropez,France,Warsaw,Poland,178,321,2,0,January,11,5:07 AM,yes,05045
Bergen,Norway,Chicago,USA,2001,8737,15,7,November,10,11:43 PM,yes,06334
Mexico City,Mexico,Sydney,Australia,125,718,2,1,September,22,11:57 PM,yes,07282
Lima,Peru,Zanzibar,Tanzania,2547,7946,16,8,April,9,0:46 AM,yes,09539
Sydney,Australia,Prague,Chzechia,1495,11272,20,8,November,18,1:48 AM,yes,07199
Santorini,Greece,New Dehli,India,753,1277,3,2,November,9,10:50 AM,yes,09608
Chicago,USA,Panama City,Panama,188,221,2,0,August,1,0:42 AM,yes,07939
Tampa,USA,Minsk,Belarus,1502,6448,14,7,January,13,5:09 PM,yes,08862
Santiago,Chile,Hong Kong,China,3071,7058,12,12,May,1,4:58 PM,yes,00259
Nairobi,Kenya,Brussels,Belgium,315,172,2,1,February,17,9:47 AM,yes,01623
Kyiv,Ukraine,Tampa,USA,1843,6241,14,7,May,4,1:25 AM,yes,03452
Helsinki,Finland,Moscow,Russia,388,170,2,0,February,23,1:14 AM,yes,02885
Montevideo,Uruguay,Tampa,USA,243,1105,2,1,October,14,8:35 PM,yes,03024
New York,USA,Abuja,Nigeria,891,2621,12,5,March,6,9:46 AM,yes,09834
Mar Del Plata,Argentina,Valencia,Spain,1747,3376,11,5,June,28,12:56 PM,yes,00424
Naples,Italy,Paris,France,50,319,3,0,November,8,8:52 AM,yes,02438
Berlin,Germany,Panama City,Panama,1537,7239,23,7,January,1,11:53 AM,yes,06814
Madeira,Portugal,New Dehli,India,771,2104,6,4,January,21,10:04 AM,yes,09002
Moscow,Russia,San Juan,Puerto Rico,2885,7142,25,7,May,8,9:22 PM,yes,04804
Havana,Cuba,Atlanta,USA,91,434,1,0,September,19,4:02 PM,yes,03063
Tokyo,Japan,Quebec,Canada,4424,11507,26,13,May,28,5:43 PM,yes,03370
Mumbai,India,Abuja,Nigeria,1362,2855,4,4,February,13,9:26 AM,yes,07013
Malmo,Sweden,Naples,Italy,275,78,2,0,October,7,9:51 PM,yes,07651
Zanzibar,Tanzania,Tokyo,Japan,2792,10570,16,6,September,0,7:46 PM,yes,07953
Brasilia,Brazil,Amsterdam,Netherlands,1557,2038,7,5,December,24,4:36 PM,yes,01409
Naples,Italy,Marrakesh,Morocco,56,632,1,1,December,0,9:43 PM,yes,07887
Jerusalem,Israel,Miami,USA,2509,7386,18,7,October,26,3:13 PM,yes,07091
Cairo,Egypt,Baghdad,Iraq,66,1833,2,1,April,6,8:28 PM,yes,03154
Madeira,Portugal,Charleston,USA,1503,2007,16,5,January,13,11:17 PM,yes,06320
Warsaw,Poland,Beijing,China,3030,6717,10,6,September,14,3:34 PM,yes,03793
Madrid,Spain,Glasgow,Scotland,264,1154,3,1,June,2,10:46 AM,yes,06792
Tampa,USA,Tokyo,Japan,5379,7943,14,13,October,4,10:39 AM,yes,05476
Hong Kong,China,Minsk,Belarus,1404,2946,15,5,May,14,2:27 PM,yes,05563
Helsinki,Finland,Melbourne,Australia,3231,7318,18,7,September,11,2:50 PM,yes,03837
Nairobi,Kenya,Minsk,Belarus,198,369,3,0,January,24,9:22 PM,yes,07330
San Fransisco,USA,Mumbai,India,4617,7028,18,12,October,19,11:47 PM,yes,05936
Buenos Aires,Argentina,Brasilia,Brazil,185,402,2,0,October,6,3:12 AM,yes,05367
Havana,Cuba,Glasgow,Scotland,1095,2764,15,5,December,11,6:07 AM,yes,03477
Vienna,Austria,Miami,USA,2071,8580,7,6,July,27,12:42 AM,yes,00053
Marrakesh,Morocco,New York,USA,1144,2388,7,5,November,29,9:20 PM,yes,09631
Okinawa,Japan,Medellin,Colombia,5300,9396,16,14,November,29,4:10 AM,yes,02716
Istanbul,Turkyie,Edinburgh,Scotland,444,154,3,2,March,29,4:40 AM,yes,06160
Mumbai,India,Valencia,Spain,716,133,7,3,March,18,5:53 AM,yes,02688
Caracas,Venezuela,Amsterdam,Netherlands,1778,8979,14,6,April,20,12:12 PM,yes,02506
San Fransisco,USA,Naples,Italy,1909,6557,24,9,November,13,8:18 AM,yes,08633
Bangkok,Thailand,Cape Town,South Africa,2101,2140,11,5,February,11,0:11 PM,yes,06466
San Fransisco,USA,Lima,Peru,642,237,4,2,February,18,11:55 PM,yes,03492
Los Angeles,USA,San Juan,Puerto Rico,890,182,7,3,January,24,2:09 AM,yes,01744
Dubai,United Arab Emirates,Seattle,USA,4655,11713,20,11,February,15,11:22 PM,yes,03194
Amsterdam,Netherlands,Quito,Ecuador,1909,7048,17,7,September,17,8:24 PM,yes,06946
Moscow,Russia,Juneau,USA,4977,6577,14,11,January,18,2:33 AM,yes,01862
St. Petersburg,Russia,Istanbul,Turkyie,380,331,2,0,October,9,10:49 PM,yes,00935
Bogota,Colombia,Istanbul,Turkyie,2293,9321,24,8,September,11,4:12 PM,yes,02253
Dublin,Ireland,Baghdad,Iraq,581,1640,4,2,May,9,4:42 AM,yes,09375
St. Tropez,France,Honolulu,USA,3012,7052,16,12,December,6,11:44 AM,yes,00312
Dublin,Ireland,Nagasaki,Japan,3851,10293,26,8,May,14,12:01 PM,yes,07182
Nagasaki,Japan,Shanghai,China,238,1801,1,1,August,28,12:25 PM,yes,04066
Kyiv,Ukraine,Zurich,Switzerland,79,1088,1,1,October,29,6:25 AM,yes,02628
Reykjavik,Iceland,Toronto,Canada,815,5292,5,4,May,18,3:06 PM,yes,03402
San Fransisco,USA,Santorini,Greece,1958,8411,18,10,October,18,1:30 AM,yes,04508
Budapest,Hungary,Miami,USA,2673,8769,12,6,October,15,7:16 AM,yes,08965
Juneau,USA,Moscow,Russia,4550,7968,11,11,February,2,1:43 PM,yes,09285
Budapest,Hungary,Houston,USA,3482,11901,23,7,April,27,11:19 PM,yes,00872
Bangkok,Thailand,Tunis,Tunisia,2995,8171,10,6,November,22,6:10 AM,yes,08233
Cape Town,South Africa,Nice,France,184,258,3,0,March,17,4:47 AM,yes,04161
Okinawa,Japan,Santiago,Chile,4293,9435,23,13,March,15,7:22 PM,yes,05224
Melbourne,Australia,San Juan,Puerto Rico,4940,6237,19,14,April,3,10:42 PM,yes,06589
New Dehli,India,Tampa,USA,4225,9143,24,9,May,18,4:12 AM,yes,05811
Mumbai,India,Mexico City,Mexico,3375,7313,26,11,May,29,9:35 AM,yes,00698
San Juan,Puerto Rico,Prague,Chzechia,1443,10522,8,6,September,10,3:06 PM,yes,07846
Abuja,Nigeria,Malmo,Sweden,313,1454,1,1,May,6,10:39 PM,yes,04327
Oslo,Norway,Atlanta,USA,2579,8695,10,6,July,20,11:20 PM,yes,06824
Medellin,Colombia,Mumbai,India,2984,10860,25,10,December,17,4:59 PM,yes,08125
Lima,Peru,London,England,2543,7639,8,6,October,0,4:31 AM,yes,03943
Zanzibar,Tanzania,Hong Kong,China,1223,2353,13,5,December,4,0:33 PM,yes,00654
